Latitude,Longitude
1.352973,103.938309
1.373362,103.8968019
1.374663,103.896376
1.3733172,103.895332
1.299809,103.8596409
1.3478138,103.7539445
1.3487369,103.755312
1.3717863,103.7053211
1.3420217,103.8482738
1.342398,103.845517
1.439313,103.801863
1.439459,103.8021909
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3465011,103.9462854
1.3454105,103.9454468
1.3444958,103.948072
1.3516881,103.9413248
1.351145,103.936991
1.350657,103.937465
1.3517539,103.938303
1.352973,103.938309
1.373362,103.8968019
1.374663,103.896376
1.3733172,103.895332
1.299809,103.8596409
1.3478138,103.7539445
1.3487369,103.755312
1.3717863,103.7053211
1.3420217,103.8482738
1.342398,103.845517
1.4541921,103.7975037
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.3516881,103.9413248
1.351145,103.936991
1.350657,103.937465
1.3517539,103.938303
1.352973,103.938309
1.299809,103.8596409
1.3478138,103.7539445
1.3487369,103.755312
1.3471644,103.754355
1.318161,103.839139
1.3183329,103.8396729
1.3450189,103.6954006
1.3449032,103.694627
1.3717863,103.7053211
1.35754,103.947546
1.357438,103.948133
1.3420217,103.8482738
1.342398,103.845517
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.3516881,103.9413248
1.351145,103.936991
1.350657,103.937465
1.3517539,103.938303
1.352973,103.938309
1.299809,103.8596409
1.3478138,103.7539445
1.3487369,103.755312
1.3471644,103.754355
1.318161,103.839139
1.317167,103.8388651
1.3450189,103.6954006
1.3449032,103.694627
1.3717863,103.7053211
1.3544733,103.9539937
1.3550861,103.9539004
1.35754,103.947546
1.357438,103.948133
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.3516881,103.9413248
1.351145,103.936991
1.350657,103.937465
1.3517539,103.938303
1.352973,103.938309
1.299809,103.8596409
1.3478138,103.7539445
1.3487369,103.755312
1.3471644,103.754355
1.318161,103.839139
1.317167,103.8388651
1.3450189,103.6954006
1.3449032,103.694627
1.3717863,103.7053211
1.3544733,103.9539937
1.3550861,103.9539004
1.35754,103.947546
1.357438,103.948133
1.362981,103.957455
1.363309,103.956916
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.3516881,103.9413248
1.351145,103.936991
1.350657,103.937465
1.3517539,103.938303
1.352973,103.938309
1.3478138,103.7539445
1.3487369,103.755312
1.3471644,103.754355
1.4180128,103.7510568
1.318161,103.839139
1.317167,103.8388651
1.3450189,103.6954006
1.3449032,103.694627
1.3717863,103.7053211
1.2874073,103.8195071
1.2873313,103.8183546
1.3544733,103.9539937
1.3550861,103.9539004
1.35754,103.947546
1.357438,103.948133
1.362981,103.957455
1.363309,103.956916
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.3516881,103.9413248
1.351145,103.936991
1.350657,103.937465
1.3517539,103.938303
1.352973,103.938309
1.3478138,103.7539445
1.3487369,103.755312
1.3471644,103.754355
1.4180128,103.7510568
1.318161,103.839139
1.317167,103.8388651
1.3450189,103.6954006
1.3449032,103.694627
1.3717863,103.7053211
1.2874073,103.8195071
1.2873313,103.8183546
1.3544733,103.9539937
1.3550861,103.9539004
1.35754,103.947546
1.357438,103.948133
1.362981,103.957455
1.363309,103.956916
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.3516881,103.9413248
1.351145,103.936991
1.350657,103.937465
1.3517539,103.938303
1.352973,103.938309
1.3478138,103.7539445
1.3487369,103.755312
1.3471644,103.754355
1.4180128,103.7510568
1.318161,103.839139
1.317167,103.8388651
1.3450189,103.6954006
1.3449032,103.694627
1.3717863,103.7053211
1.2874073,103.8195071
1.2873313,103.8183546
1.3544733,103.9539937
1.3550861,103.9539004
1.35754,103.947546
1.357438,103.948133
1.362981,103.957455
1.363309,103.956916
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.3478138,103.7539445
1.3487369,103.755312
1.3471644,103.754355
1.4180128,103.7510568
1.33125,103.909938
1.332419,103.911764
1.3075921,103.888768
1.308567,103.887961
1.318161,103.839139
1.317167,103.8388651
1.3450189,103.6954006
1.3449032,103.694627
1.3717863,103.7053211
1.2874073,103.8195071
1.2873313,103.8183546
1.3544733,103.9539937
1.3550861,103.9539004
1.35754,103.947546
1.357438,103.948133
1.362981,103.957455
1.363309,103.956916
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3483565,103.9481571
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.4180128,103.7510568
1.33125,103.909938
1.332419,103.911764
1.399025,103.744255
1.400859,103.744837
1.3075921,103.888768
1.308567,103.887961
1.3450189,103.6954006
1.3449032,103.694627
1.2874073,103.8195071
1.2873313,103.8183546
1.3544733,103.9539937
1.3550861,103.9539004
1.35754,103.947546
1.357438,103.948133
1.362981,103.957455
1.363309,103.956916
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3483565,103.9481571
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.4180128,103.7510568
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.33125,103.909938
1.332419,103.911764
1.399025,103.744255
1.400859,103.744837
1.3075921,103.888768
1.308567,103.887961
1.3450189,103.6954006
1.3449032,103.694627
1.2874073,103.8195071
1.2873313,103.8183546
1.3544733,103.9539937
1.3550861,103.9539004
1.362981,103.957455
1.363309,103.956916
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3483565,103.9481571
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.4180128,103.7510568
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.33125,103.909938
1.332419,103.911764
1.399025,103.744255
1.400859,103.744837
1.3075921,103.888768
1.308567,103.887961
1.3257381,103.8633699
1.3260412,103.864795
1.2874073,103.8195071
1.2873313,103.8183546
1.3544733,103.9539937
1.3550861,103.9539004
1.362981,103.957455
1.363309,103.956916
1.4335431,103.8291301
1.434258,103.828858
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3483565,103.9481571
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.33125,103.909938
1.332419,103.911764
1.399025,103.744255
1.400859,103.744837
1.3075921,103.888768
1.308567,103.887961
1.3260412,103.864795
1.3263869,103.8635173
1.4335431,103.8291301
1.434258,103.828858
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3483565,103.9481571
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.33125,103.909938
1.332419,103.911764
1.399025,103.744255
1.400859,103.744837
1.3075921,103.888768
1.308567,103.887961
1.3260412,103.864795
1.3263869,103.8635173
1.4335431,103.8291301
1.434258,103.828858
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3483565,103.9481571
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.299809,103.8596409
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.33125,103.909938
1.332419,103.911764
1.399025,103.744255
1.400859,103.744837
1.3075921,103.888768
1.308567,103.887961
1.3260412,103.864795
1.3263869,103.8635173
1.4335431,103.8291301
1.434258,103.828858
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3483565,103.9481571
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.3269384,103.8508003
1.3265405,103.8508373
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.33125,103.909938
1.332419,103.911764
1.399025,103.744255
1.400859,103.744837
1.3075921,103.888768
1.308567,103.887961
1.3260412,103.864795
1.3263869,103.8635173
1.3717863,103.7053211
1.4335431,103.8291301
1.434258,103.828858
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3483565,103.9481571
1.347925,103.948375
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.3269384,103.8508003
1.3265405,103.8508373
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.33125,103.909938
1.332419,103.911764
1.399025,103.744255
1.400859,103.744837
1.3260412,103.864795
1.3263869,103.8635173
1.3717863,103.7053211
1.4335431,103.8291301
1.434258,103.828858
1.347401,103.945289
1.346834,103.945761
1.3476305,103.9461075
1.347294,103.946427
1.3483565,103.9481571
1.347925,103.948375
1.3465011,103.9462854
1.3454105,103.9454468
1.3463797,103.9445192
1.3444958,103.948072
1.3269384,103.8508003
1.3265405,103.8508373
1.33125,103.909938
1.332419,103.911764
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.3260412,103.864795
1.3263869,103.8635173
1.3717863,103.7053211
1.4335431,103.8291301
1.434258,103.828858
1.3269384,103.8508003
1.3265405,103.8508373
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.33125,103.909938
1.332419,103.911764
1.3240479,103.8679726
1.3231293,103.8686562
1.3260412,103.864795
1.3263869,103.8635173
1.3416834,103.9598895
1.3427917,103.9593535
1.4178791,103.8474564
1.4180531,103.8481094
1.304865,103.8636609
1.305223,103.862775
1.3269384,103.8508003
1.3265405,103.8508373
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.304766,103.865086
1.304865,103.8636609
1.305223,103.862775
1.33125,103.909938
1.332419,103.911764
1.349461,103.877283
1.3240479,103.8679726
1.3231293,103.8686562
1.3416834,103.9598895
1.3427917,103.9593535
1.4178791,103.8474564
1.4180531,103.8481094
1.3269384,103.8508003
1.3265405,103.8508373
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.304766,103.865086
1.304865,103.8636609
1.305223,103.862775
1.33125,103.909938
1.332419,103.911764
1.349461,103.877283
1.3240479,103.8679726
1.3231293,103.8686562
1.3416834,103.9598895
1.3427917,103.9593535
1.4178791,103.8474564
1.4180531,103.8481094
1.3262638,103.8502432
1.3265405,103.8508373
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.304766,103.865086
1.304865,103.8636609
1.305223,103.862775
1.33125,103.909938
1.332419,103.911764
1.349461,103.877283
1.3240479,103.8679726
1.3231293,103.8686562
1.3416834,103.9598895
1.3427917,103.9593535
1.4178791,103.8474564
1.4180531,103.8481094
1.3262638,103.8502432
1.3265405,103.8508373
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.304766,103.865086
1.304865,103.8636609
1.305223,103.862775
1.33125,103.909938
1.332419,103.911764
1.349461,103.877283
1.3240479,103.8679726
1.3234976,103.8690119
1.3416834,103.9598895
1.3427917,103.9593535
1.4178765,103.8474543
1.4180531,103.8481094
1.352539,103.959782
1.351858,103.959553
1.3262638,103.8502432
1.3265405,103.8508373
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.304766,103.865086
1.304865,103.8636609
1.305223,103.862775
1.33125,103.909938
1.332419,103.911764
1.349461,103.877283
1.3240479,103.8679726
1.3234976,103.8690119
1.3416834,103.9598895
1.3427917,103.9593535
1.4178765,103.8474543
1.4180531,103.8481094
1.352539,103.959782
1.351858,103.959553
1.3262638,103.8502432
1.3265405,103.8508373
1.35754,103.947546
1.357129,103.947519
1.357438,103.948133
1.304766,103.865086
1.304865,103.8636609
1.305223,103.862775
1.33125,103.909938
1.332419,103.911764
1.349461,103.877283
1.3483565,103.9481571
1.346944,103.947435
1.3240479,103.8679726
1.3234976,103.8690119
1.3416834,103.9598895
1.3427917,103.9593535
1.4178765,103.8474543
1.4180531,103.8481094
1.352539,103.959782
1.351858,103.959553
