Date,Latitude,Locations,Longitude
2017-02-15,1.362981,Tampines Street    45 (Blk 498H),103.957455
2017-02-15,1.363309,Tampines Street    45 (Blk 498J),103.956916
2017-02-16,1.347401,Tampines Street    11 (Blk 101),103.945289
2017-02-16,1.346834,Tampines Street    11 (Blk 102),103.945761
2017-02-16,1.3476305,Tampines Street    11 (Blk 103),103.9461075
2017-02-16,1.347294,Tampines Street    11 (Blk 104),103.946427
2017-02-16,1.3483565,Tampines Street    11 (Blk 107),103.9481571
2017-02-16,1.3465011,Tampines Street    11 (Blk 113),103.9462854
2017-02-16,1.3454105,Tampines Street    11 (Blk 138),103.9454468
2017-02-16,1.3463797,Tampines Street    11 (Blk 139),103.9445192
2017-02-16,1.3444958,Tampines Street    11 (Tampines Court),103.948072
2017-02-16,1.299809,Beach Road,103.8596409
2017-02-16,1.4180128,Sungei Kadut Street 1,103.7510568
2017-02-16,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-02-16,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-02-16,1.357438,Tampines Street    41 (Blk 424),103.948133
2017-02-16,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-16,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-16,1.399025,Choa Chu Kang Street    62 (Blk 607),103.744255
2017-02-16,1.400859,Choa Chu Kang Street    62 (Blk 615),103.744837
2017-02-16,1.3075921,Dakota Crescent (Blk 60),103.888768
2017-02-16,1.308567,Old Airport Road    (Blk 99),103.887961
2017-02-16,1.3450189,Jurong West Street 81 (Blk 817),103.6954006
2017-02-16,1.3449032,Jurong West Street 81 (Blk 831),103.694627
2017-02-16,1.2874073,Redhill Lane (Blk 82),103.8195071
2017-02-16,1.2873313,Redhill Lane (Blk 85),103.8183546
2017-02-16,1.3544733,Tampines Street    23 (Blk 212),103.9539937
2017-02-16,1.3550861,Tampines Street    23 (Blk 225),103.9539004
2017-02-16,1.362981,Tampines Street 45    (Blk 498H),103.957455
2017-02-16,1.363309,Tampines Street    45 (Blk 498J),103.956916
2017-02-17,1.347401,Tampines Street 11 (Blk    101),103.945289
2017-02-17,1.346834,Tampines Street 11 (Blk    102),103.945761
2017-02-17,1.3476305,Tampines Street 11 (Blk    103),103.9461075
2017-02-17,1.347294,Tampines Street 11 (Blk    104),103.946427
2017-02-17,1.3483565,Tampines Street 11 (Blk    107),103.9481571
2017-02-17,1.3465011,Tampines Street 11 (Blk    113),103.9462854
2017-02-17,1.3454105,Tampines Street 11 (Blk    138),103.9454468
2017-02-17,1.3463797,Tampines Street 11 (Blk    139),103.9445192
2017-02-17,1.3444958,Tampines Street 11 (Tampines Court),103.948072
2017-02-17,1.299809,Beach Road,103.8596409
2017-02-17,1.4180128,Sungei Kadut Street 1,103.7510568
2017-02-17,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-17,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-17,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-17,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-17,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-17,1.399025,Choa Chu Kang Street 62 (Blk    607),103.744255
2017-02-17,1.400859,Choa Chu Kang Street 62 (Blk    615),103.744837
2017-02-17,1.3075921,Dakota Crescent (Blk 60),103.888768
2017-02-17,1.308567,Old Airport Road (Blk 99),103.887961
2017-02-17,1.3257381,Jalan Manis,103.8633699
2017-02-17,1.3260412,Jalan Taman,103.864795
2017-02-17,1.2874073,Redhill Lane (Blk 82),103.8195071
2017-02-17,1.2873313,Redhill Lane (Blk 85),103.8183546
2017-02-17,1.3544733,Tampines Street 23 (Blk    212),103.9539937
2017-02-17,1.3550861,Tampines Street 23 (Blk    225),103.9539004
2017-02-17,1.362981,Tampines Street 45 (Blk    498H),103.957455
2017-02-17,1.363309,Tampines Street 45 (Blk    498J),103.956916
2017-02-17,1.4335431,Yishun Ring Road (Blk 110),103.8291301
2017-02-17,1.434258,Yishun Ring Road (Blk 112),103.828858
2017-02-18,1.347401,Tampines Street 11 (Blk    101),103.945289
2017-02-18,1.346834,Tampines Street 11 (Blk    102),103.945761
2017-02-18,1.3476305,Tampines Street 11 (Blk    103),103.9461075
2017-02-18,1.347294,Tampines Street 11 (Blk    104),103.946427
2017-02-18,1.3483565,Tampines Street 11 (Blk    107),103.9481571
2017-02-18,1.3465011,Tampines Street 11 (Blk    113),103.9462854
2017-02-18,1.3454105,Tampines Street 11 (Blk    138),103.9454468
2017-02-18,1.3463797,Tampines Street 11 (Blk    139),103.9445192
2017-02-18,1.3444958,Tampines Street 11 (Tampines Court),103.948072
2017-02-18,1.299809,Beach Road,103.8596409
2017-02-18,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-18,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-18,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-18,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-18,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-18,1.399025,Choa Chu Kang Street 62 (Blk    607),103.744255
2017-02-18,1.400859,Choa Chu Kang Street 62 (Blk    615),103.744837
2017-02-18,1.3075921,Dakota Crescent (Blk 60),103.888768
2017-02-18,1.308567,Old Airport Road (Blk 99),103.887961
2017-02-18,1.3260412,Jalan Taman,103.864795
2017-02-18,1.3263869,Saint Michael's Road (Sunville),103.8635173
2017-02-18,1.4335431,Yishun Ring Road (Blk 110),103.8291301
2017-02-18,1.434258,Yishun Ring Road (Blk 112),103.828858
2017-02-19,1.347401,Tampines Street 11 (Blk    101),103.945289
2017-02-19,1.346834,Tampines Street 11 (Blk    102),103.945761
2017-02-19,1.3476305,Tampines Street 11 (Blk    103),103.9461075
2017-02-19,1.347294,Tampines Street 11 (Blk    104),103.946427
2017-02-19,1.3483565,Tampines Street 11 (Blk    107),103.9481571
2017-02-19,1.3465011,Tampines Street 11 (Blk    113),103.9462854
2017-02-19,1.3454105,Tampines Street 11 (Blk    138),103.9454468
2017-02-19,1.3463797,Tampines Street 11 (Blk    139),103.9445192
2017-02-19,1.3444958,Tampines Street 11 (Tampines Court),103.948072
2017-02-19,1.299809,Beach Road,103.8596409
2017-02-19,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-19,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-19,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-19,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-19,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-19,1.399025,Choa Chu Kang Street 62 (Blk    607),103.744255
2017-02-19,1.400859,Choa Chu Kang Street 62 (Blk    615),103.744837
2017-02-19,1.3075921,Dakota Crescent (Blk 60),103.888768
2017-02-19,1.308567,Old Airport Road (Blk 99),103.887961
2017-02-19,1.3260412,Jalan Taman,103.864795
2017-02-19,1.3263869,Saint Michael's Road (Sunville),103.8635173
2017-02-19,1.4335431,Yishun Ring Road (Blk 110),103.8291301
2017-02-19,1.434258,Yishun Ring Road (Blk 112),103.828858
2017-02-20,1.347401,Tampines Street 11 (Blk    101),103.945289
2017-02-20,1.346834,Tampines Street 11 (Blk    102),103.945761
2017-02-20,1.3476305,Tampines Street 11 (Blk    103),103.9461075
2017-02-20,1.347294,Tampines Street 11 (Blk    104),103.946427
2017-02-20,1.3483565,Tampines Street 11 (Blk    107),103.9481571
2017-02-20,1.3465011,Tampines Street 11 (Blk    113),103.9462854
2017-02-20,1.3454105,Tampines Street 11 (Blk    138),103.9454468
2017-02-20,1.3463797,Tampines Street 11 (Blk    139),103.9445192
2017-02-20,1.3444958,Tampines Street 11 (Tampines Court),103.948072
2017-02-20,1.299809,Beach Road,103.8596409
2017-02-20,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-20,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-20,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-20,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-20,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-20,1.399025,Choa Chu Kang Street 62 (Blk    607),103.744255
2017-02-20,1.400859,Choa Chu Kang Street 62 (Blk    615),103.744837
2017-02-20,1.3075921,Dakota Crescent (Blk 60),103.888768
2017-02-20,1.308567,Old Airport Road (Blk 99),103.887961
2017-02-20,1.3260412,Jalan Taman,103.864795
2017-02-20,1.3263869,Saint Michael's Road (Sunville),103.8635173
2017-02-20,1.4335431,Yishun Ring Road (Blk 110),103.8291301
2017-02-20,1.434258,Yishun Ring Road (Blk 112),103.828858
2017-02-21,1.347401,Tampines Street 11 (Blk    101),103.945289
2017-02-21,1.346834,Tampines Street 11 (Blk    102),103.945761
2017-02-21,1.3476305,Tampines Street 11 (Blk    103),103.9461075
2017-02-21,1.347294,Tampines Street 11 (Blk    104),103.946427
2017-02-21,1.3483565,Tampines Street 11 (Blk    107),103.9481571
2017-02-21,1.3465011,Tampines Street 11 (Blk    113),103.9462854
2017-02-21,1.3454105,Tampines Street 11 (Blk    138),103.9454468
2017-02-21,1.3463797,Tampines Street 11 (Blk    139),103.9445192
2017-02-21,1.3444958,Tampines Street 11 (Tampines Court),103.948072
2017-02-21,1.3269384,Jalan Kemaman,103.8508003
2017-02-21,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-02-21,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-21,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-21,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-21,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-21,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-21,1.399025,Choa Chu Kang Street 62 (Blk    607),103.744255
2017-02-21,1.400859,Choa Chu Kang Street 62 (Blk    615),103.744837
2017-02-21,1.3075921,Dakota Crescent (Blk 60),103.888768
2017-02-21,1.308567,Old Airport Road (Blk 99),103.887961
2017-02-21,1.3260412,Jalan Taman,103.864795
2017-02-21,1.3263869,Saint Michael's Road (Sunville),103.8635173
2017-02-21,1.3717863,Old Choa Chu Kang Road,103.7053211
2017-02-21,1.4335431,Yishun Ring Road (Blk 110),103.8291301
2017-02-21,1.434258,Yishun Ring Road (Blk 112),103.828858
2017-02-22,1.347401,Tampines Street 11 (Blk    101),103.945289
2017-02-22,1.346834,Tampines Street 11 (Blk    102),103.945761
2017-02-22,1.3476305,Tampines Street 11 (Blk    103),103.9461075
2017-02-22,1.347294,Tampines Street 11 (Blk    104),103.946427
2017-02-22,1.3483565,Tampines Street 11 (Blk    107),103.9481571
2017-02-22,1.347925,Tampines Street 11 (Blk 108),103.948375
2017-02-22,1.3465011,Tampines Street 11 (Blk    113),103.9462854
2017-02-22,1.3454105,Tampines Street 11 (Blk    138),103.9454468
2017-02-22,1.3463797,Tampines Street 11 (Blk    139),103.9445192
2017-02-22,1.3444958,Tampines Street 11 (Tampines Court),103.948072
2017-02-22,1.3269384,Jalan Kemaman,103.8508003
2017-02-22,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-02-22,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-22,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-22,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-22,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-22,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-22,1.399025,Choa Chu Kang Street 62 (Blk    607),103.744255
2017-02-22,1.400859,Choa Chu Kang Street 62 (Blk    615),103.744837
2017-02-22,1.3260412,Jalan Taman,103.864795
2017-02-22,1.3263869,Saint Michael's Road (Sunville),103.8635173
2017-02-22,1.3717863,Old Choa Chu Kang Road,103.7053211
2017-02-22,1.4335431,Yishun Ring Road (Blk 110),103.8291301
2017-02-22,1.434258,Yishun Ring Road (Blk 112),103.828858
2017-02-23,1.347401,Tampines Street 11 (Blk    101),103.945289
2017-02-23,1.346834,Tampines Street 11 (Blk    102),103.945761
2017-02-23,1.3476305,Tampines Street 11 (Blk    103),103.9461075
2017-02-23,1.347294,Tampines Street 11 (Blk    104),103.946427
2017-02-23,1.3483565,Tampines Street 11 (Blk    107),103.9481571
2017-02-23,1.347925,Tampines Street 11 (Blk    108),103.948375
2017-02-23,1.3465011,Tampines Street 11 (Blk    113),103.9462854
2017-02-23,1.3454105,Tampines Street 11 (Blk    138),103.9454468
2017-02-23,1.3463797,Tampines Street 11 (Blk    139),103.9445192
2017-02-23,1.3444958,Tampines Street 11 (Tampines Court),103.948072
2017-02-23,1.3269384,Jalan Kemaman,103.8508003
2017-02-23,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-02-23,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-23,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-23,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-23,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-23,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-23,1.3260412,Jalan Taman,103.864795
2017-02-23,1.3263869,Saint Michael's Road (Sunville),103.8635173
2017-02-23,1.3717863,Old Choa Chu Kang Road,103.7053211
2017-02-23,1.4335431,Yishun Ring Road (Blk 110),103.8291301
2017-02-23,1.434258,Yishun Ring Road (Blk 112),103.828858
2017-02-24,1.3269384,Jalan Kemaman,103.8508003
2017-02-24,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-02-24,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-24,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-24,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-24,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-24,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-24,1.3240479,Geylang Bahru (Blk    54),103.8679726
2017-02-24,1.3231293,Geylang Bahru (Blk    57),103.8686562
2017-02-24,1.3260412,Jalan Taman,103.864795
2017-02-24,1.3263869,Saint Michael's Road (Sunville),103.8635173
2017-02-24,1.3416834,Jalan Tiga Ratus,103.9598895
2017-02-24,1.3427917,Meragi Terrace,103.9593535
2017-02-24,1.4178791,Miltonia Close,103.8474564
2017-02-24,1.4180531,Miltonia Close (Skies Miltonia),103.8481094
2017-02-24,1.304865,North Bridge Road (Blk 8),103.8636609
2017-02-24,1.305223,North Bridge Road (Blk 467),103.862775
2017-02-25,1.3269384,Jalan Kemaman,103.8508003
2017-02-25,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-02-25,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-25,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-25,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-25,1.304766,Beach Road (Blk 4),103.865086
2017-02-25,1.304865,North Bridge Road (Blk 8),103.8636609
2017-02-25,1.305223,North Bridge Road (Blk 467),103.862775
2017-02-25,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-25,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-25,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-02-25,1.3240479,Geylang Bahru (Blk    54),103.8679726
2017-02-25,1.3231293,Geylang Bahru (Blk    57),103.8686562
2017-02-25,1.3416834,Jalan Tiga Ratus,103.9598895
2017-02-25,1.3427917,Meragi Terrace,103.9593535
2017-02-25,1.4178791,Miltonia Close,103.8474564
2017-02-25,1.4180531,Miltonia Close (Skies Miltonia),103.8481094
2017-02-26,1.3269384,Jalan Kemaman,103.8508003
2017-02-26,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-02-26,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-26,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-26,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-26,1.304766,Beach Road (Blk 4),103.865086
2017-02-26,1.304865,North Bridge Road (Blk 8),103.8636609
2017-02-26,1.305223,North Bridge Road (Blk 467),103.862775
2017-02-26,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-26,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-26,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-02-26,1.3240479,Geylang Bahru (Blk    54),103.8679726
2017-02-26,1.3231293,Geylang Bahru (Blk    57),103.8686562
2017-02-26,1.3416834,Jalan Tiga Ratus,103.9598895
2017-02-26,1.3427917,Meragi Terrace,103.9593535
2017-02-26,1.4178791,Miltonia Close,103.8474564
2017-02-26,1.4180531,Miltonia Close (Skies Miltonia),103.8481094
2017-02-27,1.3262638,Jalan Kemaman,103.8502432
2017-02-27,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-02-27,1.35754,Tampines Street 41 (Blk    421),103.947546
2017-02-27,1.357129,Tampines Street 41 (Blk    423),103.947519
2017-02-27,1.357438,Tampines Street 41 (Blk    424),103.948133
2017-02-27,1.304766,Beach Road (Blk 4),103.865086
2017-02-27,1.304865,North Bridge Road (Blk 8),103.8636609
2017-02-27,1.305223,North Bridge Road (Blk 467),103.862775
2017-02-27,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-27,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-27,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-02-27,1.3240479,Geylang Bahru (Blk    54),103.8679726
2017-02-27,1.3231293,Geylang Bahru (Blk    57),103.8686562
2017-02-27,1.3416834,Jalan Tiga Ratus,103.9598895
2017-02-27,1.3427917,Meragi Terrace,103.9593535
2017-02-27,1.4178791,Miltonia Close,103.8474564
2017-02-27,1.4180531,Miltonia Close (Skies Miltonia),103.8481094
2017-02-28,1.3262638,Jalan Kemaman,103.8502432
2017-02-28,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-02-28,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-02-28,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-02-28,1.357438,Tampines Street    41 (Blk 424),103.948133
2017-02-28,1.304766,Beach Road (Blk 4),103.865086
2017-02-28,1.304865,North Bridge Road    (Blk 8),103.8636609
2017-02-28,1.305223,North Bridge Road    (Blk 467),103.862775
2017-02-28,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-28,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-28,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-02-28,1.3240479,Geylang Bahru (Blk 54),103.8679726
2017-02-28,1.3234976,Geylang Bahru (Blk 57),103.8690119
2017-02-28,1.3416834,Jalan Tiga Ratus,103.9598895
2017-02-28,1.3427917,Meragi Terrace,103.9593535
2017-02-28,1.4178765,Miltonia Close,103.8474543
2017-02-28,1.4180531,Miltonia Close (Skies Miltonia),103.8481094
2017-02-28,1.352539,Tampines Street    32 (Blk 337),103.959782
2017-02-28,1.351858,Tampines Street    33 (Blk 338),103.959553
2017-02-28,1.3262638,Jalan Kemaman,103.8502432
2017-02-28,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-02-28,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-02-28,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-02-28,1.357438,Tampines Street    41 (Blk 424),103.948133
2017-02-28,1.304766,Beach Road (Blk 4),103.865086
2017-02-28,1.304865,North Bridge Road    (Blk 8),103.8636609
2017-02-28,1.305223,North Bridge Road    (Blk 467),103.862775
2017-02-28,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-02-28,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-02-28,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-02-28,1.3240479,Geylang Bahru (Blk 54),103.8679726
2017-02-28,1.3234976,Geylang Bahru (Blk 57),103.8690119
2017-02-28,1.3416834,Jalan Tiga Ratus,103.9598895
2017-02-28,1.3427917,Meragi Terrace,103.9593535
2017-02-28,1.4178765,Miltonia Close,103.8474543
2017-02-28,1.4180531,Miltonia Close (Skies Miltonia),103.8481094
2017-02-28,1.352539,Tampines Street    32 (Blk 337),103.959782
2017-02-28,1.351858,Tampines Street    33 (Blk 338),103.959553
2017-03-01,1.3262638,Jalan Kemaman,103.8502432
2017-03-01,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-03-01,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-03-01,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-03-01,1.357438,Tampines Street    41 (Blk 424),103.948133
2017-03-01,1.304766,Beach Road (Blk 4),103.865086
2017-03-01,1.304865,North Bridge Road    (Blk 8),103.8636609
2017-03-01,1.305223,North Bridge Road    (Blk 467),103.862775
2017-03-01,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-03-01,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-03-01,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-03-01,1.3483565,Tampines Street    11 (Blk 107),103.9481571
2017-03-01,1.346944,Tampines Street    11 (Blk 111),103.947435
2017-03-01,1.3240479,Geylang Bahru (Blk 54),103.8679726
2017-03-01,1.3234976,Geylang Bahru (Blk 57),103.8690119
2017-03-01,1.3416834,Jalan Tiga Ratus,103.9598895
2017-03-01,1.3427917,Meragi Terrace,103.9593535
2017-03-01,1.4178765,Miltonia Close,103.8474543
2017-03-01,1.4180531,Miltonia Close (Skies Miltonia),103.8481094
2017-03-01,1.352539,Tampines Street    32 (Blk 337),103.959782
2017-03-01,1.351858,Tampines Street    33 (Blk 338),103.959553
2017-03-02,1.358232,Tampines Street    41 (Blk 418),103.947458
2017-03-02,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-03-02,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-03-02,1.357438,Tampines Street    41 (Blk 424),103.948133
2017-03-02,1.3262638,Jalan Kemaman,103.8502432
2017-03-02,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-03-02,1.3483565,Tampines Street    11 (Blk 107),103.9481571
2017-03-02,1.346944,Tampines Street    11 (Blk 111),103.947435
2017-03-02,1.304766,Beach Road (Blk 4),103.865086
2017-03-02,1.304865,North Bridge Road    (Blk 8),103.8636609
2017-03-02,1.305223,North Bridge Road    (Blk 467),103.862775
2017-03-02,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-03-02,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-03-02,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-03-02,1.3240479,Geylang Bahru (Blk 54),103.8679726
2017-03-02,1.3234976,Geylang Bahru (Blk 57),103.8690119
2017-03-02,1.3416834,Jalan Tiga Ratus,103.9598895
2017-03-02,1.3427917,Meragi Terrace,103.9593535
2017-03-02,1.4178765,Miltonia Close,103.8474543
2017-03-02,1.4180531,Miltonia Close (Skies Miltonia),103.8481094
2017-03-02,1.352539,Tampines Street    32 (Blk 337),103.959782
2017-03-02,1.351858,Tampines Street    33 (Blk 338),103.959553
2017-03-03,1.358232,Tampines Street    41 (Blk 418),103.947458
2017-03-03,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-03-03,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-03-03,1.357438,Tampines Street    41 (Blk 424),103.948133
2017-03-03,1.3262638,Jalan Kemaman,103.8502432
2017-03-03,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-03-03,1.3483565,Tampines Street    11 (Blk 107),103.9481571
2017-03-03,1.346944,Tampines Street    11 (Blk 111),103.947435
2017-03-03,1.304766,Beach Road (Blk 4),103.865086
2017-03-03,1.304865,North Bridge Road    (Blk 8),103.8636609
2017-03-03,1.305223,North Bridge Road    (Blk 467),103.862775
2017-03-03,1.33125,Bedok Reservoir Road (Blk 121),103.909938
2017-03-03,1.332419,Bedok Reservoir Road (Blk 133),103.911764
2017-03-03,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-03-03,1.3240479,Geylang Bahru (Blk 54),103.8679726
2017-03-03,1.3234976,Geylang Bahru (Blk 57),103.8690119
2017-03-03,1.3416834,Jalan Tiga Ratus,103.9598895
2017-03-03,1.3427917,Meragi Terrace,103.9593535
2017-03-04,1.3268506,Boon Teck Road,103.8500454
2017-03-04,1.3262638,Jalan Kemaman,103.8502432
2017-03-04,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-03-04,1.358232,Tampines Street    41 (Blk 418),103.947458
2017-03-04,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-03-04,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-03-04,1.357438,Tampines Street    41 (Blk 424),103.948133
2017-03-04,1.3483565,Tampines Street 11    (Blk 107),103.9481571
2017-03-04,1.346944,Tampines Street    11 (Blk 111),103.947435
2017-03-04,1.304766,Beach Road (Blk 4),103.865086
2017-03-04,1.304865,North Bridge Road    (Blk 8),103.8636609
2017-03-04,1.305223,North Bridge Road    (Blk 467),103.862775
2017-03-04,1.3240479,Geylang Bahru (Blk 54),103.8679726
2017-03-04,1.3234976,Geylang Bahru (Blk 57),103.8690119
2017-03-04,1.322958,Geylang Bahru (Blk 61),103.869896
2017-03-04,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-03-05,1.3268506,Boon Teck Road,103.8500454
2017-03-05,1.3262638,Jalan Kemaman,103.8502432
2017-03-05,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-03-05,1.358232,Tampines Street    41 (Blk 418),103.947458
2017-03-05,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-03-05,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-03-05,1.357438,Tampines Street    41 (Blk 424),103.948133
2017-03-05,1.3483565,Tampines Street 11    (Blk 107),103.9481571
2017-03-05,1.346944,Tampines Street    11 (Blk 111),103.947435
2017-03-05,1.304766,Beach Road (Blk 4),103.865086
2017-03-05,1.304865,North Bridge Road    (Blk 8),103.8636609
2017-03-05,1.305223,North Bridge Road    (Blk 467),103.862775
2017-03-05,1.3240479,Geylang Bahru (Blk 54),103.8679726
2017-03-05,1.3234976,Geylang Bahru (Blk 57),103.8690119
2017-03-05,1.322958,Geylang Bahru (Blk 61),103.869896
2017-03-05,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-03-06,1.3268506,Boon Teck Road,103.8500454
2017-03-06,1.3262638,Jalan Kemaman,103.8502432
2017-03-06,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-03-06,1.358232,Tampines Street    41 (Blk 418),103.947458
2017-03-06,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-03-06,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-03-06,1.357438,Tampines Street    41 (Blk 424),103.948133
2017-03-06,1.3483565,Tampines Street 11    (Blk 107),103.9481571
2017-03-06,1.346944,Tampines Street    11 (Blk 111),103.947435
2017-03-06,1.304766,Beach Road (Blk 4),103.865086
2017-03-06,1.304865,North Bridge Road    (Blk 8),103.8636609
2017-03-06,1.305223,North Bridge Road    (Blk 467),103.862775
2017-03-06,1.3240479,Geylang Bahru (Blk 54),103.8679726
2017-03-06,1.3234976,Geylang Bahru (Blk 57),103.8690119
2017-03-06,1.322958,Geylang Bahru (Blk 61),103.869896
2017-03-06,1.349461,Lorong Lew Lian (Blk 6),103.877283
2017-03-07,1.3268506,Boon Teck Road,103.8500454
2017-03-07,1.3262638,Jalan Kemaman,103.8502432
2017-03-07,1.3265405,Jalan Kemaman (Kemaman Point),103.8508373
2017-03-07,1.358232,Tampines Street    41 (Blk 418),103.947458
2017-03-07,1.35754,Tampines Street    41 (Blk 421),103.947546
2017-03-07,1.357129,Tampines Street    41 (Blk 423),103.947519
2017-03-07,1.357438,Tampines Street    41 (Blk 424),103.948133
