Location,Cases,Date
Tampines Street 41 (Blk    424),1,2017-02-25
Beach Road (Blk 4),1,2017-02-25
North Bridge Road (Blk 8),1,2017-02-25
North Bridge Road (Blk 467),1,2017-02-25
Bedok Reservoir Road (Blk 121),1,2017-02-25
Bedok Reservoir Road (Blk 133),2,2017-02-25
Lorong Lew Lian (Blk 6),3,2017-02-25
Geylang Bahru (Blk    54),1,2017-02-25
Geylang Bahru (Blk    57),1,2017-02-25
Jalan Tiga Ratus,1,2017-02-25
Meragi Terrace,1,2017-02-25
Miltonia Close,1,2017-02-25
Miltonia Close (Skies Miltonia),1,2017-02-25
Jalan Kemaman,2,2017-02-26
Jalan Kemaman (Kemaman Point),2,2017-02-26
Tampines Street 41 (Blk    421),2,2017-02-26
Tampines Street 41 (Blk    423),1,2017-02-26
Tampines Street 41 (Blk    424),1,2017-02-26
Beach Road (Blk 4),1,2017-02-26
North Bridge Road (Blk 8),1,2017-02-26
North Bridge Road (Blk 467),1,2017-02-26
Bedok Reservoir Road (Blk 121),1,2017-02-26
Bedok Reservoir Road (Blk 133),2,2017-02-26
Lorong Lew Lian (Blk 6),3,2017-02-26
Geylang Bahru (Blk    54),1,2017-02-26
Geylang Bahru (Blk    57),1,2017-02-26
Jalan Tiga Ratus,1,2017-02-26
Meragi Terrace,1,2017-02-26
Miltonia Close,1,2017-02-26
Miltonia Close (Skies Miltonia),1,2017-02-26
Jalan Kemaman,2,2017-02-27
Jalan Kemaman (Kemaman Point),2,2017-02-27
Tampines Street 41 (Blk    421),2,2017-02-27
Tampines Street 41 (Blk    423),1,2017-02-27
Tampines Street 41 (Blk    424),1,2017-02-27
Beach Road (Blk 4),1,2017-02-27
North Bridge Road (Blk 8),1,2017-02-27
North Bridge Road (Blk 467),1,2017-02-27
Bedok Reservoir Road (Blk 121),1,2017-02-27
Bedok Reservoir Road (Blk 133),2,2017-02-27
Lorong Lew Lian (Blk 6),3,2017-02-27
Geylang Bahru (Blk    54),1,2017-02-27
Geylang Bahru (Blk    57),1,2017-02-27
Jalan Tiga Ratus,1,2017-02-27
Meragi Terrace,1,2017-02-27
Miltonia Close,1,2017-02-27
Miltonia Close (Skies Miltonia),1,2017-02-27
Jalan Kemaman,2,2017-02-28
Jalan Kemaman (Kemaman Point),2,2017-02-28
Tampines Street    41 (Blk 421),2,2017-02-28
Tampines Street    41 (Blk 423),1,2017-02-28
Tampines Street    41 (Blk 424),1,2017-02-28
Beach Road (Blk 4),1,2017-02-28
North Bridge Road    (Blk 8),1,2017-02-28
North Bridge Road    (Blk 467),1,2017-02-28
Bedok Reservoir Road (Blk 121),1,2017-02-28
Bedok Reservoir Road (Blk 133),2,2017-02-28
Lorong Lew Lian (Blk 6),3,2017-02-28
Geylang Bahru (Blk 54),1,2017-02-28
Geylang Bahru (Blk 57),1,2017-02-28
Jalan Tiga Ratus,1,2017-02-28
Meragi Terrace,1,2017-02-28
Miltonia Close,1,2017-02-28
Miltonia Close (Skies Miltonia),1,2017-02-28
Tampines Street    32 (Blk 337),1,2017-02-28
Tampines Street    33 (Blk 338),1,2017-02-28
Jalan Kemaman,2,2017-03-01
Jalan Kemaman (Kemaman Point),2,2017-03-01
Tampines Street    41 (Blk 421),2,2017-03-01
Tampines Street    41 (Blk 423),1,2017-03-01
Tampines Street    41 (Blk 424),1,2017-03-01
Beach Road (Blk 4),1,2017-03-01
North Bridge Road    (Blk 8),1,2017-03-01
North Bridge Road    (Blk 467),1,2017-03-01
Bedok Reservoir Road (Blk 121),1,2017-03-01
Bedok Reservoir Road (Blk 133),2,2017-03-01
Lorong Lew Lian (Blk 6),3,2017-03-01
Tampines Street    11 (Blk 107),2,2017-03-01
Tampines Street    11 (Blk 111),1,2017-03-01
Geylang Bahru (Blk 54),1,2017-03-01
Geylang Bahru (Blk 57),1,2017-03-01
Jalan Tiga Ratus,1,2017-03-01
Meragi Terrace,1,2017-03-01
Miltonia Close,1,2017-03-01
Miltonia Close (Skies Miltonia),1,2017-03-01
Tampines Street    32 (Blk 337),1,2017-03-01
Tampines Street    33 (Blk 338),1,2017-03-01
Tampines Street    41 (Blk 418),1,2017-03-02
Tampines Street    41 (Blk 421),2,2017-03-02
Tampines Street    41 (Blk 423),1,2017-03-02
Tampines Street    41 (Blk 424),1,2017-03-02
Jalan Kemaman,2,2017-03-02
Jalan Kemaman (Kemaman Point),2,2017-03-02
Tampines Street    11 (Blk 107),2,2017-03-02
Tampines Street    11 (Blk 111),2,2017-03-02
Beach Road (Blk 4),1,2017-03-02
North Bridge Road    (Blk 8),1,2017-03-02
North Bridge Road    (Blk 467),1,2017-03-02
Bedok Reservoir Road (Blk 121),1,2017-03-02
Bedok Reservoir Road (Blk 133),2,2017-03-02
Lorong Lew Lian (Blk 6),3,2017-03-02
Geylang Bahru (Blk 54),1,2017-03-02
Geylang Bahru (Blk 57),1,2017-03-02
Jalan Tiga Ratus,1,2017-03-02
Meragi Terrace,1,2017-03-02
Miltonia Close,1,2017-03-02
Miltonia Close (Skies Miltonia),1,2017-03-02
Tampines Street    32 (Blk 337),1,2017-03-02
Tampines Street    33 (Blk 338),1,2017-03-02
Tampines Street    41 (Blk 418),1,2017-03-03
Tampines Street    41 (Blk 421),2,2017-03-03
Tampines Street    41 (Blk 423),1,2017-03-03
Tampines Street    41 (Blk 424),1,2017-03-03
Jalan Kemaman,2,2017-03-03
Jalan Kemaman (Kemaman Point),2,2017-03-03
Tampines Street    11 (Blk 107),2,2017-03-03
Tampines Street    11 (Blk 111),2,2017-03-03
Beach Road (Blk 4),1,2017-03-03
North Bridge Road    (Blk 8),1,2017-03-03
North Bridge Road    (Blk 467),1,2017-03-03
Bedok Reservoir Road (Blk 121),1,2017-03-03
Bedok Reservoir Road (Blk 133),2,2017-03-03
Lorong Lew Lian (Blk 6),3,2017-03-03
Geylang Bahru (Blk 54),1,2017-03-03
Geylang Bahru (Blk 57),1,2017-03-03
Jalan Tiga Ratus,1,2017-03-03
Meragi Terrace,1,2017-03-03
Boon Teck Road,2,2017-03-04
Jalan Kemaman,2,2017-03-04
Jalan Kemaman (Kemaman Point),2,2017-03-04
Tampines Street    41 (Blk 418),1,2017-03-04
Tampines Street    41 (Blk 421),2,2017-03-04
Tampines Street    41 (Blk 423),1,2017-03-04
Tampines Street    41 (Blk 424),1,2017-03-04
Tampines Street 11    (Blk 107),2,2017-03-04
Tampines Street    11 (Blk 111),2,2017-03-04
Beach Road (Blk 4),1,2017-03-04
North Bridge Road    (Blk 8),1,2017-03-04
North Bridge Road    (Blk 467),1,2017-03-04
Geylang Bahru (Blk 54),1,2017-03-04
Geylang Bahru (Blk 57),1,2017-03-04
Geylang Bahru (Blk 61),1,2017-03-04
Lorong Lew Lian (Blk 6),3,2017-03-04
Boon Teck Road,2,2017-03-04
Jalan Kemaman,2,2017-03-04
Jalan Kemaman (Kemaman Point),2,2017-03-04
Tampines Street    41 (Blk 418),1,2017-03-04
Tampines Street    41 (Blk 421),2,2017-03-04
Tampines Street    41 (Blk 423),1,2017-03-04
Tampines Street    41 (Blk 424),1,2017-03-04
Tampines Street 11    (Blk 107),2,2017-03-04
Tampines Street    11 (Blk 111),2,2017-03-04
Beach Road (Blk 4),1,2017-03-04
North Bridge Road    (Blk 8),1,2017-03-04
North Bridge Road    (Blk 467),1,2017-03-04
Geylang Bahru (Blk 54),1,2017-03-04
Geylang Bahru (Blk 57),1,2017-03-04
Geylang Bahru (Blk 61),1,2017-03-04
Lorong Lew Lian (Blk 6),3,2017-03-04
Boon Teck Road,2,2017-03-05
Jalan Kemaman,2,2017-03-05
Jalan Kemaman (Kemaman Point),2,2017-03-05
Tampines Street    41 (Blk 418),1,2017-03-05
Tampines Street    41 (Blk 421),2,2017-03-05
Tampines Street    41 (Blk 423),1,2017-03-05
Tampines Street    41 (Blk 424),1,2017-03-05
Tampines Street 11    (Blk 107),2,2017-03-05
Tampines Street    11 (Blk 111),2,2017-03-05
Beach Road (Blk 4),1,2017-03-05
North Bridge Road    (Blk 8),1,2017-03-05
North Bridge Road    (Blk 467),1,2017-03-05
Geylang Bahru (Blk 54),1,2017-03-05
Geylang Bahru (Blk 57),1,2017-03-05
Geylang Bahru (Blk 61),1,2017-03-05
Lorong Lew Lian (Blk 6),3,2017-03-05
Boon Teck Road,2,2017-03-05
Jalan Kemaman,2,2017-03-05
Jalan Kemaman (Kemaman Point),2,2017-03-05
Tampines Street    41 (Blk 418),1,2017-03-05
Tampines Street    41 (Blk 421),2,2017-03-05
Tampines Street    41 (Blk 423),1,2017-03-05
Tampines Street    41 (Blk 424),1,2017-03-05
Tampines Street 11    (Blk 107),2,2017-03-05
Tampines Street    11 (Blk 111),2,2017-03-05
Beach Road (Blk 4),1,2017-03-05
North Bridge Road    (Blk 8),1,2017-03-05
North Bridge Road    (Blk 467),1,2017-03-05
Geylang Bahru (Blk 54),1,2017-03-05
Geylang Bahru (Blk 57),1,2017-03-05
Geylang Bahru (Blk 61),1,2017-03-05
Lorong Lew Lian (Blk 6),3,2017-03-05
Boon Teck Road,2,2017-03-06
Jalan Kemaman,2,2017-03-06
Jalan Kemaman (Kemaman Point),2,2017-03-06
Tampines Street    41 (Blk 418),1,2017-03-06
Tampines Street    41 (Blk 421),2,2017-03-06
Tampines Street    41 (Blk 423),1,2017-03-06
Tampines Street    41 (Blk 424),1,2017-03-06
Tampines Street 11    (Blk 107),2,2017-03-06
Tampines Street    11 (Blk 111),2,2017-03-06
Beach Road (Blk 4),1,2017-03-06
North Bridge Road    (Blk 8),1,2017-03-06
North Bridge Road    (Blk 467),1,2017-03-06
Geylang Bahru (Blk 54),1,2017-03-06
Geylang Bahru (Blk 57),1,2017-03-06
Geylang Bahru (Blk 61),1,2017-03-06
Lorong Lew Lian (Blk 6),3,2017-03-06
Boon Teck Road,2,2017-03-07
Jalan Kemaman,2,2017-03-07
Jalan Kemaman (Kemaman Point),2,2017-03-07
Tampines Street    41 (Blk 418),1,2017-03-07
Tampines Street    41 (Blk 421),2,2017-03-07
Tampines Street    41 (Blk 423),1,2017-03-07
Tampines Street    41 (Blk 424),1,2017-03-07
Tampines Street    11 (Blk 107),2,2017-03-07
Tampines Street    11 (Blk 111),2,2017-03-07
Beach Road (Blk 4),1,2017-03-07
North Bridge Road    (Blk 8),1,2017-03-07
North Bridge Road    (Blk 467),1,2017-03-07
Geylang Bahru (Blk 54),1,2017-03-07
Geylang Bahru (Blk 57),1,2017-03-07
Geylang Bahru (Blk 61),1,2017-03-07
Lorong Lew Lian (Blk 6),3,2017-03-07
Boon Teck Road,3,2017-03-08
Jalan Kemaman,2,2017-03-08
Jalan Kemaman (Kemaman Point),2,2017-03-08
Tampines Street    41 (Blk 418),1,2017-03-08
Tampines Street    41 (Blk 421),2,2017-03-08
Tampines Street    41 (Blk 423),1,2017-03-08
Tampines Street    41 (Blk 424),1,2017-03-08
Tampines Street    11 (Blk 107),2,2017-03-08
Tampines Street    11 (Blk 111),2,2017-03-08
Geylang Bahru (Blk 54),1,2017-03-08
Geylang Bahru (Blk 57),1,2017-03-08
Geylang Bahru (Blk 61),1,2017-03-08
Boon Teck Road,3,2017-03-08
Jalan Kemaman,2,2017-03-08
Jalan Kemaman (Kemaman Point),2,2017-03-08
Tampines Street    41 (Blk 418),1,2017-03-08
Tampines Street    41 (Blk 421),2,2017-03-08
Tampines Street    41 (Blk 423),1,2017-03-08
Tampines Street    41 (Blk 424),1,2017-03-08
Tampines Street    11 (Blk 107),2,2017-03-08
Tampines Street    11 (Blk 111),2,2017-03-08
Geylang Bahru (Blk 54),1,2017-03-08
Geylang Bahru (Blk 57),1,2017-03-08
Geylang Bahru (Blk 61),1,2017-03-08
Boon Teck Road,3,2017-03-09
Jalan Kemaman,2,2017-03-09
Jalan Kemaman (Kemaman Point),2,2017-03-09
Tampines Street    41 (Blk 418),1,2017-03-09
Tampines Street    41 (Blk 421),2,2017-03-09
Tampines Street    41 (Blk 423),1,2017-03-09
Tampines Street    41 (Blk 424),1,2017-03-09
Geylang Bahru (Blk 54),1,2017-03-09
Geylang Bahru (Blk 57),1,2017-03-09
Geylang Bahru (Blk 61),1,2017-03-09
Yishun Industrial Park    A,2,2017-03-09
Boon Teck Road,3,2017-03-10
Jalan Kemaman,2,2017-03-10
Jalan Kemaman (Kemaman Point),2,2017-03-10
Tampines Street    41 (Blk 418),1,2017-03-10
Tampines Street    41 (Blk 421),2,2017-03-10
Tampines Street    41 (Blk 423),1,2017-03-10
Tampines Street    41 (Blk 424),1,2017-03-10
Geylang Bahru (Blk 54),1,2017-03-10
Geylang Bahru (Blk 57),1,2017-03-10
Geylang Bahru (Blk 61),1,2017-03-10
Onan Road,1,2017-03-10
Onan Road    (Malvern Springs),1,2017-03-10
Yishun Industrial Park    A,2,2017-03-10
Boon Teck Road,3,2017-03-11
Jalan Kemaman,2,2017-03-11
Jalan Kemaman (Kemaman Point),2,2017-03-11
Tampines Street    41 (Blk 418),1,2017-03-11
Tampines Street    41 (Blk 421),2,2017-03-11
Tampines Street    41 (Blk 423),1,2017-03-11
Tampines Street    41 (Blk 424),1,2017-03-11
Geylang Bahru (Blk 54),1,2017-03-11
Geylang Bahru (Blk 57),1,2017-03-11
Geylang Bahru (Blk 61),1,2017-03-11
Yishun Industrial Park    A,2,2017-03-11
Boon Teck Road,3,2017-03-12
Jalan Kemaman,2,2017-03-12
Jalan Kemaman (Kemaman Point),2,2017-03-12
Tampines Street    41 (Blk 418),1,2017-03-12
Tampines Street    41 (Blk 421),2,2017-03-12
Tampines Street    41 (Blk 423),1,2017-03-12
Tampines Street    41 (Blk 424),1,2017-03-12
Geylang Bahru (Blk 54),1,2017-03-12
Geylang Bahru (Blk 57),1,2017-03-12
Geylang Bahru (Blk 61),1,2017-03-12
Yishun Industrial Park    A,2,2017-03-12
Boon Teck Road,3,2017-03-13
Jalan Kemaman,2,2017-03-13
Jalan Kemaman (Kemaman Point),2,2017-03-13
Tampines Street    41 (Blk 418),1,2017-03-13
Tampines Street    41 (Blk 421),2,2017-03-13
Tampines Street    41 (Blk 423),1,2017-03-13
Tampines Street    41 (Blk 424),1,2017-03-13
Geylang Bahru (Blk 54),1,2017-03-13
Geylang Bahru (Blk 57),1,2017-03-13
Geylang Bahru (Blk 61),1,2017-03-13
Yishun Industrial Park    A,2,2017-03-13
Boon Teck Road,3,2017-03-14
Jalan Kemaman,2,2017-03-14
Jalan Kemaman (Kemaman Point),2,2017-03-14
Tampines Street    41 (Blk 418),1,2017-03-14
Tampines Street    41 (Blk 421),2,2017-03-14
Tampines Street    41 (Blk 423),1,2017-03-14
Tampines Street    41 (Blk 424),1,2017-03-14
Geylang Bahru (Blk 54),1,2017-03-14
Geylang Bahru (Blk 57),1,2017-03-14
Geylang Bahru (Blk 61),1,2017-03-14
Yishun Industrial Park    A,2,2017-03-14
Geylang Bahru (Blk 54),1,2017-03-15
Geylang Bahru (Blk 57),1,2017-03-15
Geylang Bahru (Blk 61),1,2017-03-15
Yishun Industrial Park    A,2,2017-03-15
Geylang Bahru (Blk 54),1,2017-03-16
Geylang Bahru (Blk 57),1,2017-03-16
Geylang Bahru (Blk 61),1,2017-03-16
Pasir Ris Street 71 (Blk 747),1,2017-03-16
Pasir Ris Street 72 (Whitewater),1,2017-03-16
Yishun Industrial Park    A,2,2017-03-16
Pasir Ris Street 71 (Blk 747),1,2017-03-17
Pasir Ris Street 72 (Whitewater),1,2017-03-17
Pasir Ris Street 71 (Blk 747),1,2017-03-18
Pasir Ris Street 72 (Whitewater),1,2017-03-18
Pasir Ris Street 71 (Blk 747),1,2017-03-19
Pasir Ris Street 72 (Whitewater),1,2017-03-19
Pasir Ris Street 71 (Blk 747),1,2017-03-20
Pasir Ris Street 72 (Whitewater),1,2017-03-20
Pasir Ris Street 71 (Blk 747),1,2017-03-21
Pasir Ris Street 72 (Whitewater),1,2017-03-21
Pasir Ris Street 71 (Blk 747),1,2017-03-22
Pasir Ris Street 72 (Whitewater),1,2017-03-22
Pasir Ris Street 71 (Blk 747),1,2017-03-23
Pasir Ris Street 72 (Whitewater),1,2017-03-23
Pasir Ris Street 71 (Blk 747),1,2017-03-24
Pasir Ris Street 72 (Whitewater),1,2017-03-24
Pasir Ris Street 71 (Blk 747),1,2017-03-25
Pasir Ris Street 72 (Whitewater),1,2017-03-25
Pasir Ris Street 71 (Blk 747),1,2017-03-26
Pasir Ris Street 72 (Whitewater),1,2017-03-26
Pasir Ris Street 71 (Blk 747),1,2017-03-27
Pasir Ris Street 72 (Whitewater),1,2017-03-27
Bedok North Street 3 (Blk 533),1,2017-03-29
Bedok North Street 3 (Blk 534),2,2017-03-29
Bedok North Street 3 (Blk 556),2,2017-03-29
Bedok North Street 3 (Blk 533),1,2017-03-30
Bedok North Street 3 (Blk 534),2,2017-03-30
Bedok North Street 3 (Blk 556),2,2017-03-30
Bedok North Street 3 (Blk 533),1,2017-03-31
Bedok North Street 3 (Blk 534),2,2017-03-31
Bedok North Street 3 (Blk 556),2,2017-03-31
Cedarwood Grove,1,2017-03-31
Woodlands Street 32    (Blk 328),1,2017-03-31
Bedok North Street 3 (Blk 533),1,2017-04-01
Bedok North Street 3 (Blk 534),3,2017-04-01
Bedok North Street 3 (Blk 556),2,2017-04-01
Cedarwood Grove,2,2017-04-01
Woodlands Avenue 1(Blk 331),1,2017-04-01
Woodlands Street 32(Blk 328),1,2017-04-01
Bedok North Street 3 (Blk 533),1,2017-04-02
Bedok North Street 3 (Blk 534),3,2017-04-02
Bedok North Street 3 (Blk 556),2,2017-04-02
Cedarwood Grove,2,2017-04-02
Woodlands Avenue 1(Blk 331),1,2017-04-02
Woodlands Street 32(Blk 328),1,2017-04-02
Bedok North Street 3 (Blk 533),1,2017-04-03
Bedok North Street 3 (Blk 534),3,2017-04-03
Bedok North Street 3 (Blk 556),2,2017-04-03
Cedarwood Grove,2,2017-04-03
Woodlands Avenue 1(Blk 331),1,2017-04-03
Woodlands Street 32(Blk 328),1,2017-04-03
Bedok North Street 3 (Blk 533),1,2017-04-04
Bedok North Street 3 (Blk 534),3,2017-04-04
Bedok North Street 3 (Blk 556),2,2017-04-04
Cedarwood Grove,2,2017-04-04
Woodlands Avenue 1(Blk 331),1,2017-04-04
Woodlands Street 32(Blk 328),1,2017-04-04
Bedok North Street 3 (Blk 530),1,2017-04-05
Bedok North Street 3 (Blk 533),1,2017-04-05
Bedok North Street 3 (Blk 534),3,2017-04-05
Bedok North Street 3 (Blk 556),2,2017-04-05
Cedarwood Grove,2,2017-04-05
Woodlands Avenue 1(Blk 331),1,2017-04-05
Woodlands Street 32(Blk 328),1,2017-04-05
Woodlands Street 32(Blk 329),1,2017-04-05
Amber Gardens (OneAmber),2,2017-04-05
Tampines Street 33(Blk 341),1,2017-04-05
Tampines Street 33(Blk 343),1,2017-04-05
Yishun Street 11 (Blk 150),1,2017-04-05
Yishun Street 72 (Blk 745),1,2017-04-05
Bedok North Street 3 (Blk 530),1,2017-04-06
Bedok North Street 3 (Blk 533),1,2017-04-06
Bedok North Street 3 (Blk 534),3,2017-04-06
Bedok North Street 3 (Blk 556),2,2017-04-06
Cedarwood Grove,2,2017-04-06
Woodlands Avenue 1(Blk 331),1,2017-04-06
Woodlands Street 32(Blk 328),1,2017-04-06
Woodlands Street 32(Blk 329),1,2017-04-06
Amber Gardens (OneAmber),2,2017-04-06
Tampines Street 33(Blk 341),1,2017-04-06
Tampines Street 33(Blk 343),1,2017-04-06
Yishun Street 11 (Blk 150),1,2017-04-06
Yishun Street 72 (Blk 745),1,2017-04-06
Bedok North Street 3 (Blk 530),1,2017-04-07
Bedok North Street 3 (Blk 533),1,2017-04-07
Bedok North Street 3 (Blk 534),4,2017-04-07
Bedok North Street 3 (Blk 556),2,2017-04-07
Cedarwood Grove,2,2017-04-07
Woodlands Avenue 1    (Blk 331),1,2017-04-07
Woodlands Street 32    (Blk 328),1,2017-04-07
Woodlands Street 32    (Blk 329),1,2017-04-07
Amber Gardens (One    Amber),2,2017-04-07
Marsiling Drive (Blk 31),1,2017-04-07
Woodlands Centre Road    (Blk 1A),1,2017-04-07
Tampines Street 33    (Blk 341),1,2017-04-07
Tampines Street 33    (Blk 343),1,2017-04-07
Yishun Street 11 (Blk 150),1,2017-04-07
Yishun Street 72 (Blk 745),1,2017-04-07
Bedok North Street 3 (Blk 530),1,2017-04-08
Bedok North Street 3 (Blk 533),1,2017-04-08
Bedok North Street 3 (Blk 534),4,2017-04-08
Bedok North Street 3 (Blk 556),2,2017-04-08
Cedarwood Grove,2,2017-04-08
Woodlands Avenue 1    (Blk 331),1,2017-04-08
Woodlands Street 32    (Blk 328),1,2017-04-08
Woodlands Street 32    (Blk 329),1,2017-04-08
Amber Gardens (One    Amber),2,2017-04-08
Tampines Street 33    (Blk 341),1,2017-04-08
Tampines Street 33    (Blk 343),1,2017-04-08
Yishun Street 11 (Blk 150),1,2017-04-08
Yishun Street 72 (Blk 745),1,2017-04-08
Bedok North Street 3 (Blk 530),1,2017-04-09
Bedok North Street 3 (Blk 533),1,2017-04-09
Bedok North Street 3 (Blk 534),4,2017-04-09
Bedok North Street 3 (Blk 556),2,2017-04-09
Cedarwood Grove,2,2017-04-09
Woodlands Avenue 1    (Blk 331),1,2017-04-09
Woodlands Street 32    (Blk 328),1,2017-04-09
Woodlands Street 32    (Blk 329),1,2017-04-09
Amber Gardens (One    Amber),2,2017-04-09
Tampines Street 33    (Blk 341),1,2017-04-09
Tampines Street 33    (Blk 343),1,2017-04-09
Yishun Street 11 (Blk 150),1,2017-04-09
Yishun Street 72 (Blk 745),1,2017-04-09
Bedok North Street 3 (Blk 530),1,2017-04-10
Bedok North Street 3 (Blk 533),1,2017-04-10
Bedok North Street 3 (Blk 534),4,2017-04-10
Bedok North Street 3 (Blk 556),2,2017-04-10
Cedarwood Grove,2,2017-04-10
Woodlands Avenue 1    (Blk 331),1,2017-04-10
Woodlands Street 32    (Blk 328),1,2017-04-10
Woodlands Street 32    (Blk 329),1,2017-04-10
Amber Gardens (One    Amber),2,2017-04-10
Tampines Street 33    (Blk 341),1,2017-04-10
Tampines Street 33    (Blk 343),1,2017-04-10
Yishun Street 11 (Blk 150),1,2017-04-10
Yishun Street 72 (Blk 745),1,2017-04-10
Bedok North Street 3 (Blk 530),1,2017-04-10
Bedok North Street 3 (Blk 533),1,2017-04-10
Bedok North Street 3 (Blk 534),4,2017-04-10
Bedok North Street 3 (Blk 556),2,2017-04-10
Cedarwood Grove,2,2017-04-10
Woodlands Avenue 1    (Blk 331),1,2017-04-10
Woodlands Street 32    (Blk 328),1,2017-04-10
Woodlands Street 32    (Blk 329),1,2017-04-10
Amber Gardens (One    Amber),2,2017-04-10
Tampines Street 33    (Blk 341),1,2017-04-10
Tampines Street 33    (Blk 343),1,2017-04-10
Yishun Street 11 (Blk 150),1,2017-04-10
Yishun Street 72 (Blk 745),1,2017-04-10
Bedok North Street 3 (Blk 530),1,2017-04-11
Bedok North Street 3 (Blk 533),1,2017-04-11
Bedok North Street 3 (Blk 534),4,2017-04-11
Bedok North Street 3 (Blk 556),2,2017-04-11
Cedarwood Grove,2,2017-04-11
Woodlands Avenue 1    (Blk 331),1,2017-04-11
Woodlands Street 32    (Blk 328),1,2017-04-11
Woodlands Street 32    (Blk 329),1,2017-04-11
Amber Gardens (One    Amber),2,2017-04-11
Tampines Street 33    (Blk 341),1,2017-04-11
Tampines Street 33    (Blk 343),1,2017-04-11
Yishun Street 11 (Blk 150),1,2017-04-11
Yishun Street 72 (Blk 745),1,2017-04-11
Bedok North Street 3 (Blk 530),1,2017-04-12
Bedok North Street 3 (Blk 533),1,2017-04-12
Bedok North Street 3 (Blk 534),4,2017-04-12
Bedok North Street 3 (Blk 556),2,2017-04-12
Stirling Road (Blk 45),2,2017-04-12
Yishun Street 11 (Blk 150),1,2017-04-12
Yishun Street 72 (Blk 745),1,2017-04-12
Bedok North Street 3 (Blk 530),1,2017-04-13
Bedok North Street 3 (Blk 533),1,2017-04-13
Bedok North Street 3 (Blk 534),4,2017-04-13
Bedok North Street 3 (Blk 556),2,2017-04-13
Bedok North Avenue 2 (Blk 408),1,2017-04-13
Bedok North Avenue 2 (Blk 411),1,2017-04-13
Stirling Road (Blk 45),2,2017-04-13
Yishun Street 11 (Blk 150),1,2017-04-13
Yishun Street 72 (Blk 745),1,2017-04-13
Bedok North Street 3 (Blk 530),1,2017-04-14
Bedok North Street 3 (Blk 533),1,2017-04-14
Bedok North Street 3 (Blk 534),4,2017-04-14
Bedok North Street 3 (Blk 556),2,2017-04-14
Balam Road (Blk 31),1,2017-04-14
Circuit Road (Blk 37),1,2017-04-14
Bedok North Avenue 2 (Blk 408),1,2017-04-14
Bedok North Avenue 2 (Blk 411),1,2017-04-14
Stirling Road (Blk 45),2,2017-04-14
Woodlands Avenue 1    (Blk 331),2,2017-04-14
Bedok North Street 3 (Blk 530),1,2017-04-15
Bedok North Street 3 (Blk 533),1,2017-04-15
Bedok North Street 3 (Blk 534),4,2017-04-15
Bedok North Street 3 (Blk 556),2,2017-04-15
Balam Road (Blk 31),1,2017-04-15
Circuit Road (Blk 37),1,2017-04-15
Bedok North Avenue 2 (Blk 408),1,2017-04-15
Bedok North Avenue 2 (Blk 411),1,2017-04-15
Stirling Road (Blk 45),2,2017-04-15
Woodlands Avenue 1    (Blk 331),2,2017-04-15
Bedok North Street 3 (Blk 530),1,2017-04-16
Bedok North Street 3 (Blk 533),1,2017-04-16
Bedok North Street 3 (Blk 534),4,2017-04-16
Bedok North Street 3 (Blk 556),2,2017-04-16
Balam Road (Blk 31),1,2017-04-16
Circuit Road (Blk 37),1,2017-04-16
Bedok North Avenue 2 (Blk 408),1,2017-04-16
Bedok North Avenue 2 (Blk 411),1,2017-04-16
Stirling Road (Blk 45),2,2017-04-16
Woodlands Avenue 1    (Blk 331),2,2017-04-16
Bedok North Street 3 (Blk 530),1,2017-04-17
Bedok North Street 3 (Blk 533),1,2017-04-17
Bedok North Street 3 (Blk 534),4,2017-04-17
Bedok North Street 3 (Blk 556),2,2017-04-17
Balam Road (Blk 31),1,2017-04-17
Circuit Road (Blk 37),1,2017-04-17
Bedok North Avenue 2 (Blk 408),1,2017-04-17
Bedok North Avenue 2 (Blk 411),1,2017-04-17
Stirling Road (Blk 45),2,2017-04-17
Woodlands Avenue 1    (Blk 331),2,2017-04-17
